"hra20_id","hra20_name","place20","tract20","bg20","creation_date"
32,"Seattle - West Seattle",NA,"53033011601",NA,2023-03-15
32,"Seattle - West Seattle",NA,"53033011602",NA,2023-03-15
32,"Seattle - West Seattle",NA,"53033012000",NA,2023-03-15
32,"Seattle - West Seattle",NA,"53033012100",NA,2023-03-15
33,"Mercer Island and Point Cities","5304895",NA,NA,2023-03-15
33,"Mercer Island and Point Cities","5313365",NA,NA,2023-03-15
33,"Mercer Island and Point Cities","5332755",NA,NA,2023-03-15
33,"Mercer Island and Point Cities","5344725",NA,NA,2023-03-15
33,"Mercer Island and Point Cities","5345005",NA,NA,2023-03-15
33,"Mercer Island and Point Cities","5380150",NA,NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033007700",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033007901",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033007902",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033008700",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033008800",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033009000",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033009100",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033009200",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033009400",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033010001",NA,2023-03-15
34,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill",NA,"53033010002",NA,2023-03-15
35,"Bellevue - West",NA,"53033023500",NA,2023-03-15
35,"Bellevue - West",NA,"53033023801",NA,2023-03-15
35,"Bellevue - West",NA,"53033023805",NA,2023-03-15
35,"Bellevue - West",NA,"53033023806",NA,2023-03-15
35,"Bellevue - West",NA,"53033023807",NA,2023-03-15
35,"Bellevue - West",NA,"53033023808",NA,2023-03-15
35,"Bellevue - West",NA,"53033023901",NA,2023-03-15
35,"Bellevue - West",NA,"53033023902",NA,2023-03-15
35,"Bellevue - West",NA,"53033024001",NA,2023-03-15
35,"Bellevue - West",NA,"53033024002",NA,2023-03-15
36,"Bellevue - Central",NA,"53033023201",NA,2023-03-15
36,"Bellevue - Central",NA,"53033023202",NA,2023-03-15
36,"Bellevue - Central",NA,"53033023401",NA,2023-03-15
36,"Bellevue - Central",NA,"53033023601",NA,2023-03-15
36,"Bellevue - Central",NA,"53033023603",NA,2023-03-15
36,"Bellevue - Central",NA,"53033023604",NA,2023-03-15
36,"Bellevue - Central",NA,"53033024800",NA,2023-03-15
37,"Sammamish","5361115",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5304300",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5310215",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5319035",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5323200",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5337538",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5358742",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5358768",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5364855",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County","5378780",NA,NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,"53033032221",NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,"53033032401",NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,"53033032402",NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,"53033032500",NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,"53033032601",NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,"53033032706",NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,"53033032800",NA,2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330322203",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330323152",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330326031",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330326032",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330326041",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330326043",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330326053",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330327031",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330327051",2023-03-15
38,"Duvall, Carnation, Skykomish, and Northeast King County",NA,NA,"530330327053",2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008002",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008003",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008004",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008101",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008102",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008200",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008300",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008500",NA,2023-03-15
39,"Seattle - Downtown, Belltown, and First Hill",NA,"53033008600",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033022804",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033022805",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033022901",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033023000",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033023100",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033023300",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033023403",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033023701",NA,2023-03-15
40,"Bellevue - Northeast",NA,"53033023702",NA,2023-03-15
40,"Bellevue - Northeast",NA,NA,"530330227031",2023-03-15
41,"Montlake, Madison Park, and Madrona",NA,"53033006100",NA,2023-03-15
41,"Montlake, Madison Park, and Madrona",NA,"53033006200",NA,2023-03-15
41,"Montlake, Madison Park, and Madrona",NA,"53033006300",NA,2023-03-15
41,"Montlake, Madison Park, and Madrona",NA,"53033007800",NA,2023-03-15
41,"Montlake, Madison Park, and Madrona",NA,"53033008900",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033006400",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033006500",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007403",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007404",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007405",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007406",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007501",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007502",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007503",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033007600",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033008401",NA,2023-03-15
42,"Seattle - Capitol Hill",NA,"53033008402",NA,2023-03-15
43,"Seattle - South Lake Union, Cascade, and Eastlake",NA,"53033006600",NA,2023-03-15
43,"Seattle - South Lake Union, Cascade, and Eastlake",NA,"53033007201",NA,2023-03-15
43,"Seattle - South Lake Union, Cascade, and Eastlake",NA,"53033007202",NA,2023-03-15
43,"Seattle - South Lake Union, Cascade, and Eastlake",NA,"53033007203",NA,2023-03-15
43,"Seattle - South Lake Union, Cascade, and Eastlake",NA,"53033007301",NA,2023-03-15
43,"Seattle - South Lake Union, Cascade, and Eastlake",NA,"53033007302",NA,2023-03-15
43,"Seattle - South Lake Union, Cascade, and Eastlake",NA,"53033007303",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033005901",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033005902",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033006000",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033006701",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033006702",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033006703",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033006800",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033006900",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033007001",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033007002",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033007101",NA,2023-03-15
44,"Seattle - Queen Anne",NA,"53033007102",NA,2023-03-15
45,"Magnolia and Interbay",NA,"53033005600",NA,2023-03-15
45,"Magnolia and Interbay",NA,"53033005700",NA,2023-03-15
45,"Magnolia and Interbay",NA,"53033005801",NA,2023-03-15
45,"Magnolia and Interbay",NA,"53033005803",NA,2023-03-15
45,"Magnolia and Interbay",NA,"53033005804",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033004500",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033004800",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033004901",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033004902",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033005000",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033005100",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033005201",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033005202",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033005401",NA,2023-03-15
46,"Fremont and Wallingford",NA,"53033005402",NA,2023-03-15
47,"Seattle - University District",NA,"53033004401",NA,2023-03-15
47,"Seattle - University District",NA,"53033004402",NA,2023-03-15
47,"Seattle - University District",NA,"53033005303",NA,2023-03-15
47,"Seattle - University District",NA,"53033005304",NA,2023-03-15
47,"Seattle - University District",NA,"53033005305",NA,2023-03-15
47,"Seattle - University District",NA,"53033005306",NA,2023-03-15
47,"Seattle - University District",NA,"53033005307",NA,2023-03-15
48,"Redmond - South",NA,"53033022605",NA,2023-03-15
48,"Redmond - South",NA,"53033022606",NA,2023-03-15
48,"Redmond - South",NA,"53033022802",NA,2023-03-15
48,"Redmond - South",NA,"53033022803",NA,2023-03-15
48,"Redmond - South",NA,"53033022902",NA,2023-03-15
48,"Redmond - South",NA,NA,"530330323131",2023-03-15
48,"Redmond - South",NA,NA,"530330323133",2023-03-15
48,"Redmond - South",NA,NA,"530330323134",2023-03-15
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033002100",NA,2023-03-15
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033002200",NA,2023-03-15
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033002400",NA,2023-03-15
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033003900",NA,2023-03-15
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033004000",NA,2023-03-15
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033004101",NA,2023-03-15
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033004102",NA,2023-03-15
50,"Seattle - Ravenna and Bryant",NA,"53033002500",NA,2023-03-15
50,"Seattle - Ravenna and Bryant",NA,"53033002600",NA,2023-03-15
50,"Seattle - Ravenna and Bryant",NA,"53033003800",NA,2023-03-15
50,"Seattle - Ravenna and Bryant",NA,"53033004201",NA,2023-03-15
50,"Seattle - Ravenna and Bryant",NA,"53033004202",NA,2023-03-15
50,"Seattle - Ravenna and Bryant",NA,"53033004301",NA,2023-03-15
50,"Seattle - Ravenna and Bryant",NA,"53033004302",NA,2023-03-15
51,"Kirkland - South",NA,"53033022005",NA,2023-03-15
51,"Kirkland - South",NA,"53033022006",NA,2023-03-15
51,"Kirkland - South",NA,"53033022205",NA,2023-03-15
51,"Kirkland - South",NA,"53033022401",NA,2023-03-15
51,"Kirkland - South",NA,"53033022402",NA,2023-03-15
51,"Kirkland - South",NA,"53033022501",NA,2023-03-15
51,"Kirkland - South",NA,"53033022502",NA,2023-03-15
51,"Kirkland - South",NA,"53033022603",NA,2023-03-15
51,"Kirkland - South",NA,"53033022604",NA,2023-03-15
51,"Kirkland - South",NA,"53033022701",NA,2023-03-15
51,"Kirkland - South",NA,"53033022702",NA,2023-03-15
51,"Kirkland - South",NA,NA,"530330227032",2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033001701",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033001702",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033002700",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033002800",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033002900",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033003400",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033003500",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033003601",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033003602",NA,2023-03-15
52,"Green Lake and Phinney Ridge",NA,"53033004600",NA,2023-03-15
53,"Redmond - North",NA,"53033032323",NA,2023-03-15
53,"Redmond - North",NA,"53033032324",NA,2023-03-15
53,"Redmond - North",NA,"53033032325",NA,2023-03-15
53,"Redmond - North",NA,"53033032330",NA,2023-03-15
53,"Redmond - North",NA,"53033032331",NA,2023-03-15
53,"Redmond - North",NA,NA,"530330323213",2023-03-15
54,"Bear Creek and Greater Sammamish","5301920",NA,NA,2023-03-15
54,"Bear Creek and Greater Sammamish","5314940",NA,NA,2023-03-15
54,"Bear Creek and Greater Sammamish","5373307",NA,NA,2023-03-15
54,"Bear Creek and Greater Sammamish",NA,NA,"530330322151",2023-03-15
54,"Bear Creek and Greater Sammamish",NA,NA,"530330322152",2023-03-15
54,"Bear Creek and Greater Sammamish",NA,NA,"530330323181",2023-03-15
54,"Bear Creek and Greater Sammamish",NA,NA,"530330323212",2023-03-15
54,"Bear Creek and Greater Sammamish",NA,NA,"530330323214",2023-03-15
55,"Seattle - Ballard",NA,"53033001400",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033001500",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033001600",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033003000",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033003100",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033003201",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033003202",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033003301",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033003302",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033004701",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033004702",NA,2023-03-15
55,"Seattle - Ballard",NA,"53033004703",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033000101",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033000102",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033000201",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033000202",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033000700",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033000800",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033000900",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033001000",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033001100",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033001201",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033001202",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033001900",NA,2023-03-15
56,"Seattle - Northgate and Lake City",NA,"53033002000",NA,2023-03-15
57,"Kirkland - North",NA,"53033021903",NA,2023-03-15
57,"Kirkland - North",NA,"53033022003",NA,2023-03-15
57,"Kirkland - North",NA,"53033022201",NA,2023-03-15
57,"Kirkland - North",NA,"53033022203",NA,2023-03-15
57,"Kirkland - North",NA,"53033022204",NA,2023-03-15
57,"Kirkland - North",NA,NA,"530330219041",2023-03-15
57,"Kirkland - North",NA,NA,"530330219042",2023-03-15
57,"Kirkland - North",NA,NA,"530330219043",2023-03-15
57,"Kirkland - North",NA,NA,"530330219044",2023-03-15
57,"Kirkland - North",NA,NA,"530330219052",2023-03-15
57,"Kirkland - North",NA,NA,"530330219054",2023-03-15
57,"Kirkland - North",NA,NA,"530330223001",2023-03-15
57,"Kirkland - North",NA,NA,"530330223002",2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000300",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000402",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000403",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000404",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000500",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000601",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000602",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033001300",NA,2023-03-15
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033001800",NA,2023-03-15
59,"Kenmore and Lake Forest Park","5335170",NA,NA,2023-03-15
59,"Kenmore and Lake Forest Park","5337270",NA,NA,2023-03-15
60,"Bothell and Woodinville","5379590",NA,NA,2023-03-15
60,"Bothell and Woodinville",NA,"53033021802",NA,2023-03-15
60,"Bothell and Woodinville",NA,"53033021803",NA,2023-03-15
60,"Bothell and Woodinville",NA,"53033021804",NA,2023-03-15
60,"Bothell and Woodinville",NA,"53033022001",NA,2023-03-15
60,"Bothell and Woodinville",NA,NA,"530330219051",2023-03-15
60,"Bothell and Woodinville",NA,NA,"530330219053",2023-03-15
60,"Bothell and Woodinville",NA,NA,"530330221021",2023-03-15
61,"Shoreline","5363960",NA,NA,2023-03-15
